dip_F0,dip_F1,dip_F2,dip_entropy,dip_weibull_k,dip_weibull_theta
8576,79347,473318075,0.3867145125241295,0.0268263394659652,1.5946412153803568e-43
7612,73976,537983732,0.3686627153185422,0.0268263394659652,1.5946412153803568e-43
7607,72297,518014341,0.3687916543900598,0.0268263394659652,1.5946412153803568e-43
7694,76245,531802213,0.3712098173646911,0.0268263394659652,1.5946412153803568e-43
8099,70656,527127158,0.371440049566834,0.0268263394659652,1.5946412153803568e-43
7959,79980,607499498,0.3582510486601101,0.0268263394659652,1.5946412153803568e-43
8387,85552,715699908,0.3478623703146287,0.0268263394659652,1.5946412153803568e-43
8744,81155,553635087,0.3798226707895174,0.0268263394659652,1.5946412153803568e-43
8759,76456,408980470,0.3994475992926362,0.0268263394659652,1.5946412153803568e-43
8452,66560,448695112,0.3870648398237734,0.0268263394659652,1.5946412153803568e-43
7243,71589,479127113,0.3655370972036015,0.0268263394659652,1.5946412153803568e-43
6552,71493,465593791,0.3635933026503852,0.0268263394659652,1.5946412153803568e-43
6449,72176,497705394,0.3616520078530953,0.0268263394659652,1.5946412153803568e-43
6575,72138,531455488,0.3582577640246276,0.0268263394659652,1.5946412153803568e-43
6424,77141,526946117,0.3668131695618872,0.0268263394659652,1.5946412153803568e-43
6610,77564,559807968,0.3540372676336578,0.0268263394659652,1.5946412153803568e-43
6827,80238,537240110,0.3616837009081511,0.0268263394659652,1.5946412153803568e-43
6944,66714,526948366,0.3660974900319591,0.0268263394659652,1.5946412153803568e-43
6830,71151,528129477,0.3598627816375712,0.0268263394659652,1.5946412153803568e-43
6830,78985,533559771,0.3695316815633166,0.0268263394659652,1.5946412153803568e-43
6672,73029,522469009,0.3654799575269301,0.0268263394659652,1.5946412153803568e-43
6873,73023,506079703,0.369102367335732,0.0268263394659652,1.5946412153803568e-43
6775,78798,546587062,0.3643137050971889,0.0268263394659652,1.5946412153803568e-43
6880,71771,523478177,0.3645865505285833,0.0268263394659652,1.5946412153803568e-43
6621,64189,434644845,0.3705171490137366,0.0268263394659652,1.5946412153803568e-43
6800,66015,446481423,0.3702883899147862,0.0268263394659652,1.5946412153803568e-43
6759,67888,522470712,0.3623223785983274,0.0268263394659652,1.5946412153803568e-43
6962,79961,563702603,0.3615618542673362,0.0268263394659652,1.5946412153803568e-43
6818,83546,689077850,0.3398859488041936,0.0268263394659652,1.5946412153803568e-43
6746,90487,829097025,0.3325911595180837,0.0268263394659652,1.5946412153803568e-43
6922,72695,536922207,0.3609492339392338,0.0268263394659652,1.5946412153803568e-43
6940,70677,537838037,0.3547708843921483,0.0268263394659652,1.5946412153803568e-43
6895,69329,485435323,0.3642156879204368,0.0268263394659652,1.5946412153803568e-43
6854,68166,505048848,0.3688776711171533,0.0268263394659652,1.5946412153803568e-43
6823,68713,514794565,0.3665512168630446,0.0268263394659652,1.5946412153803568e-43
7026,61197,336519035,0.3843134579955025,0.0268263394659652,1.5946412153803568e-43
7498,68985,456551011,0.3727128516435093,0.0268263394659652,1.5946412153803568e-43
6893,72541,454260895,0.3703344826524037,0.0268263394659652,1.5946412153803568e-43
6830,84291,478998181,0.3741046142656168,0.0268263394659652,1.5946412153803568e-43
6900,75559,468227039,0.3714745656093883,0.0268263394659652,1.5946412153803568e-43
6942,77152,512589374,0.3701197182482791,0.0268263394659652,1.5946412153803568e-43
6809,78883,483125057,0.3685259555755229,0.0268263394659652,1.5946412153803568e-43
6924,80159,484047779,0.3695680573120587,0.0268263394659652,1.5946412153803568e-43
6927,75729,461561653,0.3714913362199694,0.0268263394659652,1.5946412153803568e-43
6795,82409,558357709,0.3547849724837746,0.0268263394659652,1.5946412153803568e-43
6987,74241,457889997,0.3732376043791765,0.0268263394659652,1.5946412153803568e-43
7046,76342,554640526,0.3578070287526787,0.0268263394659652,1.5946412153803568e-43
7020,78240,536280756,0.3657013679254574,0.0268263394659652,1.5946412153803568e-43
7074,76637,401743869,0.382122433335622,0.0268263394659652,1.5946412153803568e-43
6715,77697,483643481,0.3732032273429199,0.0268263394659652,1.5946412153803568e-43
6747,77328,468327690,0.3711358069086692,0.0268263394659652,1.5946412153803568e-43
6718,84103,515229699,0.3589100187476379,0.0268263394659652,1.5946412153803568e-43
6770,89865,534139785,0.3606817447644383,0.0268263394659652,1.5946412153803568e-43
6820,82599,477721409,0.3776503987660667,0.0268263394659652,1.5946412153803568e-43
6819,81404,548116514,0.364326810971727,0.0268263394659652,1.5946412153803568e-43
6944,77956,536513994,0.3697436383778661,0.0268263394659652,1.5946412153803568e-43
6876,76508,532816366,0.3699923586422418,0.0268263394659652,1.5946412153803568e-43
6960,81151,475539489,0.3780436085883128,0.0268263394659652,1.5946412153803568e-43
6734,75777,451657397,0.3773397494640148,0.0268263394659652,1.5946412153803568e-43
6883,71589,487882351,0.3751910390232895,0.0268263394659652,1.5946412153803568e-43
6966,74852,504497230,0.3696723949711681,0.0268263394659652,1.5946412153803568e-43
6813,73671,515049421,0.3721675084342028,0.0268263394659652,1.5946412153803568e-43
6784,67175,511647923,0.3663038501318021,0.0268263394659652,1.5946412153803568e-43
6894,70984,501393444,0.3735533433160166,0.0268263394659652,1.5946412153803568e-43
6774,70955,521788025,0.3640313944310189,0.0268263394659652,1.5946412153803568e-43
6908,79611,525615085,0.3674712482908928,0.0268263394659652,1.5946412153803568e-43
6794,73796,454303352,0.3729873989407643,0.0268263394659652,1.5946412153803568e-43
6734,72121,484005315,0.3686317515687504,0.0268263394659652,1.5946412153803568e-43
7531,57932,111866468,0.4438869272447769,0.0268263394659652,1.5946412153803568e-43
6860,66395,119094375,0.4348276088338936,0.0268263394659652,1.5946412153803568e-43
6820,63768,124998458,0.4273591163915069,0.0268263394659652,1.5946412153803568e-43
6839,61081,126442637,0.42956164451579,0.0268263394659652,1.5946412153803568e-43
12335,66174,99725954,0.4939279602819028,0.0268263394659652,1.5946412153803568e-43
17773,75462,115236732,0.5241939403855866,0.0268263394659652,1.5946412153803568e-43
17782,72420,140551934,0.5167503299220465,0.0268263394659652,1.5946412153803568e-43
17815,79588,157322296,0.5027452923767004,0.0268263394659652,1.5946412153803568e-43
17774,66448,106137738,0.5341541204691241,0.0268263394659652,1.5946412153803568e-43
17872,62051,91906863,0.5539804559901239,0.0268263394659652,1.5946412153803568e-43
10239,63068,134648632,0.4604900257887879,0.0268263394659652,1.5946412153803568e-43
6758,57445,120997125,0.4285274086836045,0.0268263394659652,1.5946412153803568e-43
6582,55434,125578720,0.431169730218065,0.0268263394659652,1.5946412153803568e-43
6410,84091,626713671,0.349664461396945,0.0268263394659652,1.5946412153803568e-43
6446,68110,499412588,0.363413821944487,0.0268263394659652,1.5946412153803568e-43
6548,74438,547999676,0.3623978430474924,0.0268263394659652,1.5946412153803568e-43
6741,60662,245490172,0.3992591467040765,0.0268263394659652,1.5946412153803568e-43
6629,55963,97683587,0.4366686697230335,0.0268263394659652,1.5946412153803568e-43
6553,49127,90384529,0.4422792544894827,0.0268263394659652,1.5946412153803568e-43
6504,53765,99762513,0.4403946461687634,0.0268263394659652,1.5946412153803568e-43
6565,59667,112515199,0.4313640916111104,0.0268263394659652,1.5946412153803568e-43
6555,52120,86549164,0.4489785376983188,0.0268263394659652,1.5946412153803568e-43
6469,52910,92338954,0.4397546183830195,0.0268263394659652,1.5946412153803568e-43
6568,53981,88703323,0.4436781800593559,0.0268263394659652,1.5946412153803568e-43
6343,51962,86536612,0.4440624828629756,0.0268263394659652,1.5946412153803568e-43
6534,53342,100715206,0.4341476549989227,0.0268263394659652,1.5946412153803568e-43
6507,58169,112751115,0.4300919448092553,0.0268263394659652,1.5946412153803568e-43
6582,64628,155177316,0.416589974788943,0.0268263394659652,1.5946412153803568e-43
6654,59022,119828202,0.4304825949324601,0.0268263394659652,1.5946412153803568e-43
6653,55827,104404739,0.4337286351397649,0.0268263394659652,1.5946412153803568e-43
6675,59154,119096270,0.4258689070027739,0.0268263394659652,1.5946412153803568e-43
6901,51316,76695572,0.4591624084092245,0.0268263394659652,1.5946412153803568e-43
6833,56050,81315504,0.4538069029753815,0.0268263394659652,1.5946412153803568e-43
6857,55131,86101047,0.4496948296908896,0.0268263394659652,1.5946412153803568e-43
6901,47790,72161916,0.4640801462626041,0.0268263394659652,1.5946412153803568e-43
6835,50238,83464490,0.4562903075301097,0.0268263394659652,1.5946412153803568e-43
6848,44484,63587572,0.4748760292556902,0.0268263394659652,1.5946412153803568e-43
6926,57932,93975832,0.4484869070164901,0.0268263394659652,1.5946412153803568e-43
6941,52093,77698011,0.4606902500172583,0.0268263394659652,1.5946412153803568e-43
6885,55158,104301860,0.4481161002179471,0.0268263394659652,1.5946412153803568e-43
7037,56283,102211163,0.445312358844259,0.0268263394659652,1.5946412153803568e-43
6873,64754,131914902,0.4357598134461272,0.0268263394659652,1.5946412153803568e-43
6937,48156,61524622,0.4806503681669274,0.0268263394659652,1.5946412153803568e-43
6864,51497,73900045,0.4655600708171231,0.0268263394659652,1.5946412153803568e-43
6733,52618,89181716,0.4532794495228182,0.0268263394659652,1.5946412153803568e-43
6765,52523,84179071,0.4526340613308824,0.0268263394659652,1.5946412153803568e-43
6788,55221,86408553,0.4521112308793258,0.0268263394659652,1.5946412153803568e-43
7103,54126,81238874,0.4601843352768699,0.0268263394659652,1.5946412153803568e-43
6925,59205,93790275,0.4435855993798523,0.0268263394659652,1.5946412153803568e-43
7050,56867,86642743,0.4523991488829041,0.0268263394659652,1.5946412153803568e-43
6966,59698,90611518,0.4490300591973671,0.0268263394659652,1.5946412153803568e-43
6829,50763,79424133,0.4591182668383526,0.0268263394659652,1.5946412153803568e-43
7153,58661,91933153,0.4494018168104963,0.0268263394659652,1.5946412153803568e-43
6888,53103,79699597,0.4567212937225212,0.0268263394659652,1.5946412153803568e-43
9093,53728,74685742,0.4868402350348932,0.0268263394659652,1.5946412153803568e-43
20643,73477,94633883,0.5601776090274561,0.0268263394659652,1.5946412153803568e-43
6846,44295,62158683,0.4767679872276091,0.0268263394659652,1.5946412153803568e-43
6842,53551,85568979,0.4530211227976255,0.0268263394659652,1.5946412153803568e-43
6968,49339,85430081,0.449161195579304,0.0268263394659652,1.5946412153803568e-43
7030,56394,117795192,0.4310111530331486,0.0268263394659652,1.5946412153803568e-43
7072,55535,100879049,0.4412379505027232,0.0268263394659652,1.5946412153803568e-43
7152,70805,165111211,0.4151575629780828,0.0268263394659652,1.5946412153803568e-43
6849,54549,90809093,0.441791401367465,0.0268263394659652,1.5946412153803568e-43
6904,59494,106568372,0.4315525278864491,0.0268263394659652,1.5946412153803568e-43
6909,54505,85939841,0.4489031916110358,0.0268263394659652,1.5946412153803568e-43
7579,56615,88112645,0.4568210494385339,0.0268263394659652,1.5946412153803568e-43
6916,57049,104636555,0.440187530839656,0.0268263394659652,1.5946412153803568e-43
6942,56071,97530585,0.4466480359259803,0.0268263394659652,1.5946412153803568e-43
6937,55127,106277019,0.4376512453791987,0.0268263394659652,1.5946412153803568e-43
6839,49102,91821420,0.4435338837106104,0.0268263394659652,1.5946412153803568e-43
6715,54640,92248668,0.4476991624471323,0.0268263394659652,1.5946412153803568e-43
6892,61746,104783068,0.4417314017108639,0.0268263394659652,1.5946412153803568e-43
7186,70685,237360757,0.4049127643996044,0.0268263394659652,1.5946412153803568e-43
7598,66277,171641475,0.421600366303878,0.0268263394659652,1.5946412153803568e-43
6990,56840,127227420,0.4298325772509064,0.0268263394659652,1.5946412153803568e-43
6885,48515,75522481,0.4574947923179037,0.0268263394659652,1.5946412153803568e-43
7104,55426,109640830,0.4399172776760397,0.0268263394659652,1.5946412153803568e-43
7061,56989,109093089,0.4409454253359088,0.0268263394659652,1.5946412153803568e-43
7191,58623,111630847,0.4343081585137431,0.0268263394659652,1.5946412153803568e-43
7168,60840,120296260,0.4296801267686527,0.0268263394659652,1.5946412153803568e-43
7188,62607,124638397,0.4333167510333912,0.0268263394659652,1.5946412153803568e-43
7285,54643,88804245,0.4540336805951495,0.0268263394659652,1.5946412153803568e-43
7084,50894,87693180,0.4503397000092757,0.0268263394659652,1.5946412153803568e-43
7239,54053,91950899,0.4475757040300941,0.0268263394659652,1.5946412153803568e-43
7288,51934,90915970,0.4506114323334002,0.0268263394659652,1.5946412153803568e-43
7684,65619,144440283,0.4266134887304232,0.0268263394659652,1.5946412153803568e-43
7781,70192,179174750,0.4181036737482757,0.0268263394659652,1.5946412153803568e-43
7841,59356,211165790,0.42291876874915,0.0268263394659652,1.5946412153803568e-43
7700,65454,245527152,0.4121702795834472,0.0268263394659652,1.5946412153803568e-43
7656,75713,348457327,0.3785699869783487,0.0268263394659652,1.5946412153803568e-43
7749,75055,451652579,0.3688773622776322,0.0268263394659652,1.5946412153803568e-43
7804,73277,498745957,0.3622544247279132,0.0268263394659652,1.5946412153803568e-43
7844,73732,486631950,0.3709714238915776,0.0268263394659652,1.5946412153803568e-43
7460,79256,498355332,0.3651342073026256,0.0268263394659652,1.5946412153803568e-43
7660,76448,505390966,0.3627008401016398,0.0268263394659652,1.5946412153803568e-43
7561,79120,528112562,0.3591243205865375,0.0268263394659652,1.5946412153803568e-43
7665,79293,531724991,0.3696960134438013,0.0268263394659652,1.5946412153803568e-43
7503,73480,525936492,0.3669568985893847,0.0268263394659652,1.5946412153803568e-43
7712,80245,566462561,0.3669410458551068,0.0268263394659652,1.5946412153803568e-43
7664,79405,582605733,0.3619702966502641,0.0268263394659652,1.5946412153803568e-43
7643,73510,471811114,0.3714796735840448,0.0268263394659652,1.5946412153803568e-43
7902,85569,597885927,0.3638860228993314,0.0268263394659652,1.5946412153803568e-43
7839,74810,564848740,0.3605960035657471,0.0268263394659652,1.5946412153803568e-43
7726,75519,570981649,0.3591647942585718,0.0268263394659652,1.5946412153803568e-43
7848,76605,585487525,0.3566561319988808,0.0268263394659652,1.5946412153803568e-43
8232,82354,602402358,0.3709793436022993,0.0268263394659652,1.5946412153803568e-43
8194,86755,600192533,0.3709500485521254,0.0268263394659652,1.5946412153803568e-43
7902,81328,583864588,0.3637107657505455,0.0268263394659652,1.5946412153803568e-43
7515,79106,589558246,0.3508481326153392,0.0268263394659652,1.5946412153803568e-43
7424,85556,605753128,0.3497735297754114,0.0268263394659652,1.5946412153803568e-43
7451,75372,650923946,0.340168366705907,0.0268263394659652,1.5946412153803568e-43
7589,80721,650442547,0.3521343153964212,0.0268263394659652,1.5946412153803568e-43
7273,84922,688870076,0.3412779542144407,0.0268263394659652,1.5946412153803568e-43
7588,89747,726598325,0.3438266979354374,0.0268263394659652,1.5946412153803568e-43
7420,88982,660398280,0.3483086443840529,0.0268263394659652,1.5946412153803568e-43
7542,87731,694819527,0.3434430799891512,0.0268263394659652,1.5946412153803568e-43
7573,90863,697662955,0.3478896217171363,0.0268263394659652,1.5946412153803568e-43
7681,80101,646793489,0.3521168184753985,0.0268263394659652,1.5946412153803568e-43
7599,78387,558240395,0.3620042430849401,0.0268263394659652,1.5946412153803568e-43
7498,79746,675117702,0.3448388577987351,0.0268263394659652,1.5946412153803568e-43
7651,76265,491213461,0.3730750422155771,0.0268263394659652,1.5946412153803568e-43
8703,77364,565186662,0.3679049291959808,0.0268263394659652,1.5946412153803568e-43
8133,76934,567983362,0.3667052141974247,0.0268263394659652,1.5946412153803568e-43
8147,75451,523553735,0.3712774583281847,0.0268263394659652,1.5946412153803568e-43
49553,128761,651518833,0.5862630346492954,0.0268263394659652,1.5946412153803568e-43
29702,102041,655729045,0.5053728487176508,0.0268263394659652,1.5946412153803568e-43
8125,80295,648690097,0.3553173713719785,0.0268263394659652,1.5946412153803568e-43
7996,77474,573249152,0.3648183552991972,0.0268263394659652,1.5946412153803568e-43
8356,68080,467167680,0.387483244031038,0.0268263394659652,1.5946412153803568e-43
8136,75340,454382528,0.3877590089103687,0.0268263394659652,1.5946412153803568e-43
8263,73921,538809149,0.3729770760548763,0.0268263394659652,1.5946412153803568e-43
8385,72845,525281761,0.3814432017313337,0.0268263394659652,1.5946412153803568e-43
8113,75124,533618142,0.3792009282880323,0.0268263394659652,1.5946412153803568e-43
8812,68862,525252158,0.388988078519001,0.0268263394659652,1.5946412153803568e-43
8321,79087,550413509,0.3782357860388172,0.0268263394659652,1.5946412153803568e-43
8517,72420,540882338,0.3777693243161797,0.0268263394659652,1.5946412153803568e-43
8236,74927,497540933,0.383342362972755,0.0268263394659652,1.5946412153803568e-43
8538,74632,508983858,0.3923477768591517,0.0268263394659652,1.5946412153803568e-43
8456,75761,520122549,0.3907366751225952,0.0268263394659652,1.5946412153803568e-43
8389,75765,553546803,0.3761525784556863,0.0268263394659652,1.5946412153803568e-43
8529,77546,537070602,0.3804556151829076,0.0268263394659652,1.5946412153803568e-43
8372,78211,552729445,0.3677444493068388,0.0268263394659652,1.5946412153803568e-43
8232,74127,449398405,0.3728805047973897,0.0268263394659652,1.5946412153803568e-43
8287,73703,463314917,0.3880316971992165,0.0268263394659652,1.5946412153803568e-43
8371,69533,441486591,0.3925546552498138,0.0268263394659652,1.5946412153803568e-43
8470,68801,440396087,0.3919823895124009,0.0268263394659652,1.5946412153803568e-43
8485,63837,437766357,0.3922369422201412,0.0268263394659652,1.5946412153803568e-43
8370,75120,453885254,0.39237543700969,0.0268263394659652,1.5946412153803568e-43
8354,74945,466880877,0.3881303102886964,0.0268263394659652,1.5946412153803568e-43
8332,75641,523747863,0.3782100570972277,0.0268263394659652,1.5946412153803568e-43
8591,76292,526832218,0.3812449175452628,0.0268263394659652,1.5946412153803568e-43
8381,77558,552197902,0.3743081356095774,0.0268263394659652,1.5946412153803568e-43
8311,85790,542378380,0.3741133294853896,0.0268263394659652,1.5946412153803568e-43
8729,72384,457880572,0.392562764364917,0.0268263394659652,1.5946412153803568e-43
8528,72681,471911589,0.3843537874813935,0.0268263394659652,1.5946412153803568e-43
8505,72317,531032517,0.3723058456074309,0.0268263394659652,1.5946412153803568e-43
8448,77036,615452488,0.3632663436665726,0.0268263394659652,1.5946412153803568e-43
8404,70570,533598108,0.3718828844016251,0.0268263394659652,1.5946412153803568e-43
8466,72935,419785211,0.3901282033506982,0.0268263394659652,1.5946412153803568e-43
8779,76394,458390906,0.3909179259420147,0.0268263394659652,1.5946412153803568e-43
8488,78329,479428105,0.3831654040229951,0.0268263394659652,1.5946412153803568e-43
8392,72605,523789365,0.3802571421543633,0.0268263394659652,1.5946412153803568e-43
8713,70390,536137604,0.3799229559718315,0.0268263394659652,1.5946412153803568e-43
8316,71658,522143304,0.3822741514297808,0.0268263394659652,1.5946412153803568e-43
8451,68863,517175117,0.3848950295210404,0.0268263394659652,1.5946412153803568e-43
8416,74506,521892002,0.3816884389214059,0.0268263394659652,1.5946412153803568e-43
8281,75705,564027543,0.3698471186229393,0.0268263394659652,1.5946412153803568e-43
8643,67252,359470808,0.4006581024498812,0.0268263394659652,1.5946412153803568e-43
8487,69118,399841752,0.3926843287156611,0.0268263394659652,1.5946412153803568e-43
8381,75303,538650579,0.3748513798536473,0.0268263394659652,1.5946412153803568e-43
8346,67407,460680473,0.3828790331318213,0.0268263394659652,1.5946412153803568e-43
9069,76429,471965319,0.3882537177127352,0.0268263394659652,1.5946412153803568e-43
8281,69932,489440282,0.3726878723487011,0.0268263394659652,1.5946412153803568e-43
8595,77536,553591896,0.3678460996721242,0.0268263394659652,1.5946412153803568e-43
8362,70500,444175746,0.3838498474811676,0.0268263394659652,1.5946412153803568e-43
8421,68236,454192436,0.3832686669895394,0.0268263394659652,1.5946412153803568e-43
8393,65084,424920554,0.3898497476332206,0.0268263394659652,1.5946412153803568e-43
8390,70403,442295023,0.3913692983344858,0.0268263394659652,1.5946412153803568e-43
8418,64928,448783902,0.3789067930504268,0.0268263394659652,1.5946412153803568e-43
8315,68142,365855940,0.3924691654878431,0.0268263394659652,1.5946412153803568e-43
8433,68636,526379280,0.3697495570631131,0.0268263394659652,1.5946412153803568e-43
8255,73465,525554337,0.3777652197721449,0.0268263394659652,1.5946412153803568e-43
8399,68981,529551147,0.3731434371300949,0.0268263394659652,1.5946412153803568e-43
8488,62953,179517617,0.4286200231589279,0.0268263394659652,1.5946412153803568e-43
8343,60005,253881199,0.4092746829301585,0.0268263394659652,1.5946412153803568e-43
8410,72120,457855012,0.3847072021157964,0.0268263394659652,1.5946412153803568e-43
8387,69001,450823479,0.3873785318352764,0.0268263394659652,1.5946412153803568e-43
8534,82242,493416378,0.3821690044503348,0.0268263394659652,1.5946412153803568e-43
8491,73860,460779038,0.3854147864516175,0.0268263394659652,1.5946412153803568e-43
8424,79592,485039898,0.3799765033531955,0.0268263394659652,1.5946412153803568e-43
8329,72493,412467583,0.3843440220902043,0.0268263394659652,1.5946412153803568e-43
8262,61784,514302912,0.3703828663807363,0.0268263394659652,1.5946412153803568e-43
8436,71883,548807967,0.3686199647891933,0.0268263394659652,1.5946412153803568e-43
8357,70664,523766866,0.3776458239279327,0.0268263394659652,1.5946412153803568e-43
8418,75602,549627966,0.3709272520585569,0.0268263394659652,1.5946412153803568e-43
8442,68650,519428716,0.3809157235515966,0.0268263394659652,1.5946412153803568e-43
8392,65879,518869593,0.37814195276186,0.0268263394659652,1.5946412153803568e-43
8464,68073,523185401,0.3747322634562259,0.0268263394659652,1.5946412153803568e-43
8456,66295,519300519,0.3728092726126985,0.0268263394659652,1.5946412153803568e-43
8344,66780,533822816,0.3684956436827303,0.0268263394659652,1.5946412153803568e-43
8443,71789,545644727,0.3681968772061087,0.0268263394659652,1.5946412153803568e-43
8446,74991,558228105,0.3677918762421702,0.0268263394659652,1.5946412153803568e-43
8480,65923,521762509,0.3757460378955207,0.0268263394659652,1.5946412153803568e-43
